Dates,S,T,Rd,Rf,SEMP,S25RR,S25BF,S10RR,S10BF,S10P,S25P,SATM,S25C,S10C,K10P,K25P,KATM,K25C,K10C,Info
2010-01-19,7.7632,1,0.005457166666666667,0.008856266666666668,,-0.010016666666666667,0.0035416666666666656,-0.026083333333333333,0.014425,0.03544166666666666,0.016524999999999995,0.007974999999999996,0.006508333333333328,0.00935833333333333,7.395444288751564,7.65116719006911,7.736610873097782,7.77090479947405,7.83036304469646,0
2010-01-20,7.76875,1,0.005454766666666667,0.008787533333333335,,-0.010666666666666666,0.0033249999999999994,-0.025933333333333333,0.013608333333333333,0.034583333333333334,0.016666666666666663,0.00800833333333333,0.0059999999999999975,0.00865,7.409265706338682,7.656414533483689,7.742653380781868,7.7743086763562035,7.829347401880753,0
2010-01-21,7.7703,1,0.005666666666666667,0.008777100000000001,,-0.009383333333333334,0.0032499999999999994,-0.021041666666666663,0.012583333333333334,0.030920833333333328,0.015758333333333333,0.007816666666666664,0.006374999999999997,0.009879166666666666,7.44685411639678,7.66433189327597,7.745931906050144,7.779557358937344,7.84503993866276,0
2010-01-22,7.7723,1,0.005807133333333333,0.008702099999999999,,-0.008766666666666666,0.0032333333333333324,-0.01850833333333333,0.0124,0.029420833333333334,0.01538333333333333,0.007766666666666665,0.006616666666666665,0.0109125,7.464556433191689,7.669893491102619,7.749598252627381,7.784506107533387,7.859189775765578,0
2010-01-25,7.76935,1,0.005907133333333334,0.008652099999999998,,-0.007541666666666666,0.0034833333333333326,-0.016508333333333333,0.013199999999999998,0.029420833333333327,0.01522083333333333,0.007966666666666664,0.007679166666666664,0.012912499999999993,7.4628425806286485,7.668971781784748,7.747806764936724,7.788301790502298,7.877636892481818,0
2010-01-26,7.776,1,0.005726166666666668,0.008529199999999999,,-0.0077083333333333335,0.003566666666666666,-0.016683333333333338,0.013433333333333334,0.029908333333333335,0.015554166666666662,0.00813333333333333,0.007845833333333328,0.013224999999999995,7.464181466740275,7.673367308462028,7.753977660917227,7.795392270290638,7.8870946338672505,0
2010-01-27,7.77655,1,0.005645233333333335,0.008477133333333331,,-0.007724999999999999,0.0036333333333333326,-0.016725000000000004,0.0135,0.03009583333333333,0.015729166666666662,0.008233333333333329,0.008004166666666661,0.013370833333333325,7.462719810660783,7.672784161516066,7.754295913576446,7.796551769667464,7.88890609409231,0
2010-01-28,7.7675,1,0.005647633333333335,0.008454199999999999,,-0.007633333333333332,0.0037166666666666663,-0.016258333333333336,0.013433333333333334,0.029712499999999996,0.015683333333333327,0.008149999999999996,0.008049999999999996,0.013454166666666661,7.457847414855844,7.664285650524041,7.745473315281264,7.787916701987762,7.880770608227899,0
2010-01-29,7.76445,1,0.0056500333333333345,0.008472933333333333,,-0.008508333333333331,0.0037166666666666663,-0.019116666666666667,0.013633333333333336,0.03170833333333333,0.016487499999999995,0.008516666666666664,0.007979166666666666,0.012591666666666666,7.435963652497921,7.657003098616724,7.742281848619634,7.784359351908498,7.86880420407316,0
2010-02-01,7.76805,1,0.005559566666666667,0.008475,,-0.008558333333333333,0.0037166666666666663,-0.019083333333333338,0.013583333333333336,0.03179166666666667,0.016662499999999997,0.008666666666666663,0.008104166666666662,0.01270833333333333,7.437937656777282,7.6589418015999655,7.745144870602635,7.787905017834352,7.872906533630101,0
2010-02-02,7.76615,1,0.005426233333333335,0.008437499999999999,,-0.008683333333333331,0.0036999999999999997,-0.019150000000000004,0.013400000000000002,0.03175833333333333,0.016824999999999996,0.00878333333333333,0.008141666666666665,0.01260833333333333,7.435719818223832,7.655496935971639,7.742500565833473,7.785451098442184,7.869213486237851,0
2010-02-03,7.7672,1,0.005390500000000002,0.0084375,,-0.008774999999999996,0.003675,-0.019766666666666672,0.01344166666666667,0.032100000000000004,0.016837499999999995,0.008774999999999998,0.0080625,0.012333333333333333,7.4332412683990166,7.656193939844734,7.743271237059619,7.785809425791728,7.8672106577720315,0
2010-02-04,7.77055,1,0.005421433333333334,0.008448966666666667,,-0.00914166666666666,0.0036249999999999998,-0.021425000000000003,0.013625000000000003,0.03332916666666667,0.017187499999999994,0.008991666666666665,0.008045833333333335,0.011904166666666665,7.425024131362928,7.657840090580323,7.746746808373938,7.789231457013531,7.8664104418553356,0
2010-02-05,7.77051,1,0.0054523666666666665,0.008432299999999998,,-0.009333333333333329,0.003583333333333333,-0.022241666666666673,0.013683333333333337,0.03382083333333334,0.017266666666666663,0.009016666666666666,0.007933333333333334,0.011579166666666668,7.420718487968278,7.657756949596904,7.747073939031537,7.788970666076229,7.863454723517477,0
2010-02-08,7.77115,1,0.005454766666666666,0.0084198,,-0.009308333333333328,0.0036249999999999993,-0.022183333333333343,0.013741666666666671,0.03384166666666667,0.017287499999999997,0.009008333333333332,0.007979166666666667,0.011658333333333331,7.4212445203782025,7.658394335601231,7.747828032437949,7.78996923884786,7.865020801198872,0
2010-02-09,7.77003,1,0.00545,0.008420833333333334,,-0.009241666666666662,0.003583333333333333,-0.02233333333333334,0.013733333333333335,0.03370000000000001,0.017004166666666664,0.0088,0.007762500000000002,0.011366666666666666,7.421462852216343,7.65870726258626,7.746680833218341,7.787662388699461,7.860890659394214,0
2010-02-10,7.7698,1,0.005454766666666667,0.0084625,,-0.00918333333333333,0.003491666666666666,-0.022925000000000004,0.013841666666666669,0.03402916666666667,0.01680833333333333,0.008725000000000002,0.0076250000000000024,0.01110416666666667,7.417877532335144,7.65920795504787,7.746170776272492,7.786421858114109,7.857713401441417,0
