Dates,S,T,Rd,Rf,SEMP,S25RR,S25BF,S10RR,S10BF,S10P,S25P,SATM,S25C,S10C,K10P,K25P,KATM,K25C,K10C,Info
2000-11-03,7.7971,1.5,,,0.001578930756795912,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-11-06,7.7976,1.5,,,0.0015849518063562492,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-11-07,7.798,1.5,,,0.0015884655427765334,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-11-08,7.7983,1.5,,,0.0015906573470040775,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-11-09,7.7982,1.5,,,0.0015693952701096847,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-11-10,7.7991,1.5,,,0.001581835549657497,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-11-13,7.7988,1.5,,,0.001581835549657497,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-11-14,7.7988,1.5,,,0.0015809397899452606,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-11-15,7.799,1.5,,,0.0015762292039190747,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-11-16,7.799,1.5,,,0.0015740956142460197,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-11-17,7.7992,1.5,,,0.001574814648234203,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-11-20,7.7994,1.5,,,0.001575787472476766,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-11-21,7.7995,1.5,,,0.0015757875031732439,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-11-22,7.7997,1.5,,,0.0015765277362734798,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-11-23,7.7997,1.5,,,0.0015492770941991337,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-11-24,7.7994,1.5,,,0.0015479909880116742,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-11-27,7.7998,1.5,,,0.0015512834309883968,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-11-28,7.7993,1.5,,,0.0015512826993127036,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-11-29,7.7994,1.5,,,0.0015492753240469472,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-11-30,7.7994,1.5,,,0.001538509427869314,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-12-01,7.7998,1.5,,,0.001536027724116263,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-12-04,7.7993,1.5,,,0.0015360260662700166,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-12-05,7.7998,1.5,,,0.0015400147708768358,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-12-06,7.7976,1.5,,,0.001646943440828003,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-12-07,7.7972,1.5,,,0.0016444990653438167,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-12-08,7.7963000000000005,1.5,,,0.001626066490669681,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-12-11,7.7958,1.5,,,0.001631007460512732,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-12-12,7.7966999999999995,1.5,,,0.0016268464642109728,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-12-13,7.7998,1.5,,,0.0018195088445902645,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-12-14,7.7988,1.5,,,0.001838845007245126,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-12-15,7.8,1.5,,,0.001855143365674273,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-12-18,7.7997,1.5,,,0.0018558934155306747,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-12-19,7.7996,1.5,,,0.001855621068299769,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-12-20,7.7997,1.5,,,0.0018522853327361322,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-12-21,7.7987,1.5,,,0.0018481980257851291,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-12-22,7.7991,1.5,,,0.0018484825389726632,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-12-25,7.799,1.5,,,0.0018382710626790504,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-12-26,7.7987,1.5,,,0.0018405720518011157,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-12-27,7.7982,1.5,,,0.0018457097477224142,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-12-28,7.7992,1.5,,,0.0018623466105821952,,,,,,,,,,nan,nan,nan,nan,nan,0
2000-12-29,7.7997,1.5,,,0.001859907962153524,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-01-01,7.7997,1.5,,,0.001808812317605292,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-01-02,7.7994,1.5,,,0.0018085187559968249,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-01-03,7.7995,1.5,,,0.0018023267105009692,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-01-04,7.7995,1.5,,,0.0017560543350882162,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-01-05,7.7988,1.5,,,0.0017656143561156899,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-01-08,7.7994,1.5,,,0.001757073983778693,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-01-09,7.7994,1.5,,,0.0017564921844311612,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-01-10,7.7994,1.5,,,0.0017528649059296568,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-01-11,7.7993,1.5,,,0.0017526162505843942,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-01-12,7.7993,1.5,,,0.0017489541882744523,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-01-15,7.8,1.5,,,0.001742816038911537,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-01-16,7.7992,1.5,,,0.0017546817441258383,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-01-17,7.7994,1.5,,,0.00174288996617365,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-01-18,7.799,1.5,,,0.00174587505775457,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-01-19,7.7988,1.5,,,0.0017414242256319728,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-01-22,7.7993,1.5,,,0.0017416913955887068,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-01-23,7.7992,1.5,,,0.0016747184195906879,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-01-24,7.7997,1.5,,,0.0016751839716626189,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-01-25,7.7991,1.5,,,0.0015425422269797389,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-01-26,7.7994,1.5,,,0.0013902616864171578,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-01-29,7.7993,1.5,,,0.0013852393203640171,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-01-30,7.7988,1.5,,,0.001388440447153163,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-01-31,7.7988,1.5,,,0.0013863436160718614,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-02-01,7.7983,1.5,,,0.001392461350820187,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-02-02,7.7988,1.5,,,0.0013783470812617424,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-02-05,7.799,1.5,,,0.00137710402917792,,,,,,,,,,nan,nan,nan,nan,nan,0
2001-02-06,7.7994,1.5,,,0.0013810103871786258,,,,,,,,,,nan,nan,nan,nan,nan,0
